,opinion_max_diff,Run,altieri_entropy_index,graph_modularity
248,2.474747474747475,4,2.1083568012012894,0.4626948960049901
204,2.0202020202020203,4,1.5999994496260497,0.27980482170515675
394,3.9393939393939394,4,0.35098563728993326,0.04904835066012414
244,2.4242424242424243,4,1.6605223486010934,0.37783691547514076
209,2.0707070707070705,4,1.6591977843735979,0.44069568689156124
214,2.121212121212121,4,1.7218236054614264,0.4640941345137264
239,2.3737373737373737,4,1.9565846531405244,0.4414302551001007
388,3.888888888888889,4,0.6409017743863457,0.08229215121842812
219,2.1717171717171717,4,1.7364548428657325,0.3937609095439494
224,2.2222222222222223,4,1.640142836058151,0.46525461294970305
383,3.8383838383838382,4,0.39500396889871153,0.060102575230320476
229,2.2727272727272725,4,1.8523998538926782,0.45455447518671466
410,4.090909090909091,4,0.6304626607208251,0.07170097394050179
173,1.7171717171717171,4,1.6929946049723525,0.31844417302210326
169,1.6666666666666667,4,2.1301342045867995,0.4295744780114423
414,4.141414141414141,4,0.2917748481632144,0.043937824207215065
283,2.8282828282828283,4,0.7833474892612581,0.21888992762653212
380,3.7878787878787876,4,0.5266486413871072,0.0673341414112204
439,4.393939393939394,4,0.4078930895492852,0.03995031200892954
279,2.7777777777777777,4,0.5635223801537498,0.09711200564428221
119,1.1616161616161615,4,1.9386395156680047,0.29307175247019135
359,3.5858585858585856,4,0.3558382727016251,0.04554344398133961
125,1.2121212121212122,4,2.130709539213986,0.3410787661166055
433,4.343434343434343,4,0.47756926314000214,0.05661866335899535
129,1.2626262626262625,4,2.104679018172617,0.4229196929372644
134,1.3131313131313131,4,2.1699779534462915,0.34550657430321724
429,4.292929292929293,4,0.32309015494772314,0.04644771813859211
104,1.0101010101010102,4,2.1484440368969673,0.3370424497442539
273,2.727272727272727,4,0.731142319594705,0.1742681926161871
269,2.676767676767677,4,0.46890764929098666,0.07604513691783199
144,1.4141414141414141,4,2.151414077801971,0.3631811272237524
424,4.242424242424242,4,0.4406417404090599,0.04890097263905421
149,1.4646464646464645,4,2.1167660060561313,0.35808587556397486
153,1.5151515151515151,4,2.191637569933883,0.3251379947808919
365,3.6363636363636362,4,0.4935470157676152,0.051652678687964165
419,4.191919191919192,4,0.35317281493616953,0.044227199566734016
264,2.6262626262626263,4,1.0030511381570595,0.3508541953190373
159,1.5656565656565655,4,2.196157159106275,0.33365202215690926
329,3.282828282828283,4,0.4071395836838542,0.04933967705979328
164,1.6161616161616161,4,1.8461895022438322,0.45540657868371975
139,1.3636363636363635,4,2.113155104045131,0.2453968381409058
334,3.3333333333333335,4,0.44388949783425635,0.05294957324427796
