,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
46,7.46875,1.9140625,0.12109375,1,9.75390625,0.62890625,1,0.1843215080212465,0.20201915586746655,0.10491731611469136
0,9.46875,9.4140625,0.87109375,4,2.23046875,0.87890625,1,1.730232066793385,1.3435319489153907,0.0
21,7.46875,1.9140625,0.12109375,1,4.48046875,0.62890625,1,0.3495313640976499,0.23845089471248707,0.1058481214108951
26,3.53125,1.9140625,0.12109375,1,4.48046875,0.62890625,1,0.31232320623476256,0.29781701939004035,0.19840218524028289
86,3.46875,6.9140625,0.62109375,3,5.25390625,0.12890625,1,0.06804490765401326,0.028672470538704906,0.006088203150700161
91,3.46875,6.9140625,0.62109375,3,8.98046875,0.41015625,1,0.11441111097142533,0.10371254676692776,0.007393056725878561
16,9.53125,9.4921875,0.52734375,4,7.50390625,0.66015625,1,0.13614871490104793,0.12476048716570848,0.0
10,9.46875,9.4140625,0.87109375,4,2.23046875,0.66015625,1,0.8214248568471275,0.6620063674401149,0.0
96,7.53125,1.9921875,0.27734375,1,5.25390625,0.41015625,1,0.48851669769899814,0.44166506225371605,0.09058382096324245
5,9.46875,9.4140625,0.87109375,4,7.50390625,0.87890625,1,0.06167786514238218,0.06848369207505071,0.0
72,3.46875,1.9921875,0.62109375,3,8.98046875,0.12890625,2,0.10095872301558682,0.08955937381224621,0.02572475984435027
6,9.46875,9.4140625,0.87109375,4,7.50390625,0.87890625,2,0.1313126423635354,0.11133442134259958,0.0
27,3.53125,1.9140625,0.12109375,1,4.48046875,0.62890625,2,0.24313312469801418,0.25731042452778585,0.10289913247211678
52,7.46875,1.9140625,0.12109375,1,4.48046875,0.91015625,2,0.32506229491742894,0.29265907877779224,0.12468182602757702
97,7.53125,1.9921875,0.27734375,1,5.25390625,0.41015625,2,0.1770706473568217,0.16350357497301457,0.09054779193793985
1,9.46875,9.4140625,0.87109375,4,2.23046875,0.87890625,2,0.5603191882892914,0.5021729318256677,0.0
62,3.46875,6.9140625,0.62109375,3,8.98046875,0.12890625,2,0.09728985046918634,0.09006049321566274,0.008819477786706886
67,7.53125,6.9140625,0.62109375,3,8.98046875,0.12890625,2,0.06990344757273048,0.06879836080410315,0.008275231665457072
57,3.53125,6.9921875,0.77734375,3,9.75390625,0.91015625,2,0.1808469291772537,0.18216744914659205,0.00966740952660014
12,9.46875,9.4140625,0.87109375,4,2.23046875,0.66015625,2,1.751428394099053,1.4271884518278488,1.1102230246251565e-16
92,3.46875,6.9140625,0.62109375,3,8.98046875,0.41015625,2,0.13355766336216063,0.09115311912081378,0.008424386521388744
47,7.46875,1.9140625,0.12109375,1,9.75390625,0.62890625,2,0.178613707386422,0.1938027584452932,0.09631154684736411
18,9.53125,9.4921875,0.52734375,4,7.50390625,0.66015625,2,0.15231684761414724,0.13207543977224942,1.1102230246251565e-16
42,7.46875,1.9140625,0.12109375,3,4.48046875,0.62890625,2,0.3116720381365012,0.24273994272021082,0.11996892244922967
78,3.46875,6.9140625,0.27734375,3,8.98046875,0.12890625,2,0.19405926295752257,0.14267790204051858,0.009846176432857595
22,7.46875,1.9140625,0.12109375,1,4.48046875,0.62890625,2,0.3302921511210337,0.3283205692076978,0.11880389081746776
37,7.46875,1.9140625,0.77734375,1,4.48046875,0.62890625,2,0.3158916681757971,0.19261684926431547,0.11491570792542725
87,3.46875,6.9140625,0.62109375,3,5.25390625,0.12890625,2,0.11542373040484365,0.10951480019053149,0.009029774208206498
81,3.46875,6.9140625,0.62109375,1,8.98046875,0.12890625,2,0.17024916292952408,0.12683834680164596,0.055706423804043004
32,7.46875,6.9921875,0.12109375,1,4.48046875,0.62890625,2,0.19512920095250125,0.1501213018799494,0.051706646161209006
93,3.46875,6.9140625,0.62109375,3,8.98046875,0.41015625,3,0.21943727698837043,0.14540395103268616,0.005956884438814064
83,3.46875,6.9140625,0.62109375,1,8.98046875,0.12890625,3,0.1734718554472771,0.17001376201705093,0.05687772655759414
77,3.46875,6.9140625,0.27734375,3,8.98046875,0.12890625,3,0.13654235534688194,0.1335679827474799,0.002342631505099252
88,3.46875,6.9140625,0.62109375,3,5.25390625,0.12890625,3,0.10603954740021075,0.10271779965049868,0.00796903173692906
69,7.53125,6.9140625,0.62109375,3,8.98046875,0.12890625,3,0.0896620185826707,0.06240107973525295,0.00788998165859972
73,3.46875,1.9921875,0.62109375,3,8.98046875,0.12890625,3,0.22770675007396837,0.19444874991137287,0.03589450527406107
49,7.46875,1.9140625,0.12109375,1,9.75390625,0.62890625,3,0.30961490041630174,0.28693819844913576,0.08261100268691471
63,3.46875,6.9140625,0.62109375,3,8.98046875,0.12890625,3,0.13835686549533452,0.12978930513008805,0.009249888500060921
33,7.46875,6.9921875,0.12109375,1,4.48046875,0.62890625,3,0.35762878629431616,0.2544276971830615,0.05585864013229743
17,9.53125,9.4921875,0.52734375,4,7.50390625,0.66015625,3,0.20948969366271397,0.16663030660343361,0.0
38,7.46875,1.9140625,0.77734375,1,4.48046875,0.62890625,3,0.458607364019652,0.393695676847375,0.21378261526832953
43,7.46875,1.9140625,0.12109375,3,4.48046875,0.62890625,3,0.42960182683112214,0.3446200520372241,0.13939454472824775
23,7.46875,1.9140625,0.12109375,1,4.48046875,0.62890625,3,0.6932177582007253,0.43622247997348934,0.17432448168377712
14,9.46875,9.4140625,0.87109375,4,2.23046875,0.66015625,3,1.6226444407280358,1.2994414860316763,0.0
53,7.46875,1.9140625,0.12109375,1,4.48046875,0.91015625,3,0.3365201455278713,0.35037093415204934,0.11871341589629332
8,9.46875,9.4140625,0.87109375,4,7.50390625,0.87890625,3,0.2114795173464943,0.21468980712095756,1.1102230246251565e-16
58,3.53125,6.9921875,0.77734375,3,9.75390625,0.91015625,3,0.25027178587758386,0.1661413667009578,0.007166437516550578
3,9.46875,9.4140625,0.87109375,4,2.23046875,0.87890625,3,1.5234418509968644,1.2470146453140774,0.0
98,7.53125,1.9921875,0.27734375,1,5.25390625,0.41015625,3,0.367626232273586,0.3749080354077098,0.10351763311211137
28,3.53125,1.9140625,0.12109375,1,4.48046875,0.62890625,3,0.4105048253748853,0.30780295421102655,0.15152685982535927
94,3.46875,6.9140625,0.62109375,3,8.98046875,0.41015625,4,0.15012406863033403,0.14361717998310639,0.006899568245459564
11,9.46875,9.4140625,0.87109375,4,7.50390625,0.87890625,4,0.219164717064149,0.13595468053876306,1.1102230246251565e-16
15,9.46875,9.4140625,0.87109375,4,2.23046875,0.66015625,4,1.8163635529526292,1.4113079402183724,0.0
4,9.46875,9.4140625,0.87109375,4,2.23046875,0.87890625,4,1.8146196849177025,1.4233964710567726,1.1102230246251565e-16
89,3.46875,6.9140625,0.62109375,3,5.25390625,0.12890625,4,0.24827315180107107,0.1884239969361346,0.004427407354662072
19,9.53125,9.4921875,0.52734375,4,7.50390625,0.66015625,4,0.0711260507231118,0.08962920367852795,0.0
29,3.53125,1.9140625,0.12109375,1,4.48046875,0.62890625,4,0.4538973399083821,0.4112613160822979,0.2051961392059853
84,3.46875,6.9140625,0.62109375,1,8.98046875,0.12890625,4,0.2635818092272333,0.2400940343833317,0.05796007353037629
64,3.46875,6.9140625,0.62109375,3,8.98046875,0.12890625,4,0.0318971550763924,0.042290503593242205,0.008661267780774251
82,3.46875,6.9140625,0.27734375,3,8.98046875,0.12890625,4,0.18731565973920442,0.15483538437251235,0.00806268064246371
34,7.46875,6.9921875,0.12109375,1,4.48046875,0.62890625,4,0.10256026287469726,0.06257341598045457,0.05701880558345937
39,7.46875,1.9140625,0.77734375,1,4.48046875,0.62890625,4,0.4390396908344042,0.4346669589866248,0.2589076358883523
45,7.46875,1.9140625,0.12109375,3,4.48046875,0.62890625,4,0.5605858365102374,0.4664365685710994,0.16765529656411615
48,7.46875,1.9140625,0.12109375,1,9.75390625,0.62890625,4,0.2015989761242489,0.17428995668850256,0.07401764090677827
74,3.46875,1.9921875,0.62109375,3,8.98046875,0.12890625,4,0.21388547068172073,0.18671756742121173,0.027757591349214544
54,7.46875,1.9140625,0.12109375,1,4.48046875,0.91015625,4,0.5278667455210974,0.4671035251067553,0.09839035646266493
70,7.53125,6.9140625,0.62109375,3,8.98046875,0.12890625,4,0.21803956619045967,0.21168127987719088,0.007207181136341584
59,3.53125,6.9921875,0.77734375,3,9.75390625,0.91015625,4,0.20371705125610445,0.2027314054088952,1.1102230246251565e-16
24,7.46875,1.9140625,0.12109375,1,4.48046875,0.62890625,4,0.5389814638509,0.49491642416227205,0.1865615859881323
99,7.53125,1.9921875,0.27734375,1,5.25390625,0.41015625,4,0.23676320225248462,0.24561036382602672,0.08219031247242505
